Вектор Мощи,Скорость перехода через портал,Приток Силы Потока,Ритм магического ядра,Поток Энергий,Сила Левого Потока,Сила Правого Потока,Пламя Стихий,Приток давления Выдоха Истока,Давление выдоха Истока,Печать Чародея,Эмульсия Истока,Дыхание Истока,Гармония Бессмертия,Тип Вектора Мощи
1.138,1.54332,3306.045,142.52411031663257,6589.002,8.194,8.194,541.479,1.213,6.603,9.155,0.181,0.999,0.976,Слабый
2.088,3.08664,3632.979,145.10492868155657,6730.344,29.819,29.819,514.697,1.233,6.689,0.0,0.143,0.999,0.976,Слабый
3.144,,8373.394,145.21676938002437,7005.424,60.289,60.289,582.995,1.394,7.589,12.232,0.242,0.999,0.976,Ниже среднего
4.161,6.17328,14716.425,162.04732842285608,7685.415,113.71,113.71,638.186,1.667,9.045,17.176,0.34,0.999,0.976,Ниже среднего
5.14,,21620.919,201.5127483755369,8449.649,175.203,175.203,704.788,2.094,11.26,25.153,0.498,0.999,0.976,Выше среднего
6.175,9.25992,29760.474,241.5693113458682,8776.991,246.015,246.015,773.806,2.519,13.431,34.424,0.682,0.999,0.976,Выше среднего
7.148,10.80324,39018.903,280.4296605534676,9109.339,332.562,332.562,821.136,2.996,15.824,44.072,0.873,0.999,0.976,Сильный
8.206,,50981.754,323.2751200421457,9290.395,438.001,438.001,918.669,3.611,18.778,60.438,1.196,0.999,0.976,Сильный
9.3,13.88988,72753.587,372.83856126126017,9721.984,644.796,644.796,1060.226,4.557,23.105,88.659,1.755,0.999,0.976,Сильный
1.138,1.54332,3493.467,143.03137281043217,6595.162,8.533,8.533,546.846,1.22,6.638,10.384,0.189,0.999,0.977,Слабый
2.088,3.08664,3785.712,145.2910156864042,6733.939,30.15,30.15,518.477,1.239,6.719,0.0,0.148,0.999,0.977,Слабый
3.144,4.6299600000000005,8373.456,145.21676938002437,7007.913,60.29,60.29,582.196,1.394,7.582,12.198,0.241,0.999,0.977,Ниже среднего
4.161,6.17328,14716.522,162.0474331426112,7687.328,113.724,113.724,637.307,1.667,9.035,17.133,0.339,0.999,0.977,Ниже среднего
5.14,7.7166,21621.217,201.51285309529203,8450.535,175.198,175.198,703.817,2.093,11.248,25.097,0.497,0.999,0.977,Выше среднего
6.175,,29760.607,241.5695207853784,8777.997,245.951,245.951,772.69,2.519,13.418,34.35,0.68,0.999,0.977,Выше среднего
7.148,10.80324,39018.131,280.430812470774,9109.843,332.477,332.477,820.102,2.995,15.807,43.99,0.871,0.999,0.977,Сильный
8.206,12.34656,50984.631,323.2831834632899,9290.876,438.031,438.031,917.595,3.61,18.758,60.341,1.195,0.999,0.977,Сильный
9.3,13.88988,72755.025,372.8388754205256,9722.971,644.71,644.71,1059.333,4.556,23.078,88.552,1.753,0.999,0.977,Сильный
1.138,,3726.886,143.78357481145667,6602.606,8.862,8.862,550.676,1.229,6.681,7.914,0.192,0.999,0.978,Слабый
2.088,3.08664,3664.011,145.13529741054126,6735.396,29.874,29.874,514.232,1.234,6.684,0.0,0.143,0.999,0.978,Слабый
3.144,4.6299600000000005,8373.557,145.2168740997795,7010.404,60.289,60.289,581.399,1.394,7.575,12.164,0.241,0.999,0.978,Ниже среднего
4.161,6.17328,14716.605,162.04753786236634,7689.242,113.721,113.721,636.43,1.667,9.026,17.09,0.338,0.999,0.978,Ниже среднего
5.14,7.7166,21621.303,201.5129578150472,8451.416,175.22,175.22,702.848,2.093,11.237,25.04,0.496,0.999,0.978,Выше среднего
6.175,,29760.741,241.56973022488867,8779.003,246.018,246.018,771.576,2.519,13.404,34.276,0.679,0.999,0.978,Выше среднего
7.148,10.80324,39017.4,280.4316502288149,9110.347,332.562,332.562,819.07,2.995,15.79,43.907,0.869,0.999,0.978,Сильный
8.206,12.34656,50986.88,323.2898855276175,9291.347,438.056,438.056,916.522,3.61,18.738,60.242,1.193,0.999,0.978,Сильный
9.3,13.88988,72755.455,372.83960845881137,9723.939,645.005,645.005,1058.438,4.555,23.05,88.444,1.751,0.999,0.978,Сильный
1.138,1.54332,3297.692,144.2220364261427,6607.177,9.057,9.057,536.735,1.215,6.594,7.299,0.175,0.999,0.979,Слабый
2.088,3.08664,3376.119,144.66824730270758,6734.927,29.03,29.03,505.599,1.223,6.618,0.454,0.133,0.999,0.979,Слабый
3.144,4.6299600000000005,8373.696,145.2168740997795,7012.899,60.288,60.288,580.604,1.394,7.567,12.131,0.24,0.999,0.979,Ниже среднего
4.161,6.17328,14716.713,162.04753786236634,7691.159,113.723,113.723,635.555,1.667,9.017,17.047,0.337,0.999,0.979,Ниже среднего
5.14,7.7166,21621.526,201.5131672545573,8452.301,175.2,175.2,701.882,2.093,11.225,24.984,0.495,0.999,0.979,Выше среднего
6.175,9.25992,29760.877,241.56983494464384,8780.01,246.02,246.02,770.466,2.518,13.39,34.203,0.677,0.999,0.979,Выше среднего
7.148,10.80324,39016.603,280.4328021461212,9110.85,332.578,332.578,818.042,2.994,15.772,43.825,0.868,0.999,0.979,Сильный
8.206,12.34656,50988.387,323.2954356746389,9291.807,438.033,438.033,915.449,3.609,18.717,60.144,1.191,0.999,0.979,Сильный
9.3,13.88988,72757.177,372.83960845881137,9724.917,644.98,644.98,1057.551,4.554,23.023,88.337,1.749,0.999,0.979,Сильный
1.138,1.54332,4043.572,143.40951584616926,6605.12,8.596,8.596,559.875,1.239,6.726,9.143,0.205,0.999,0.98,Слабый
2.088,3.08664,3198.554,144.33356296534515,6735.19,28.424,28.424,500.293,1.216,6.573,1.819,0.128,0.999,0.98,Слабый
3.144,4.6299600000000005,8373.715,145.2169788195346,7015.387,60.289,60.289,579.809,1.394,7.56,12.097,0.239,0.999,0.98,Ниже среднего
4.161,6.17328,14716.714,162.04764258212143,7693.07,113.726,113.726,634.681,1.666,9.008,17.005,0.337,0.999,0.98,Ниже среднего
5.14,7.7166,21621.728,201.5132719743125,8453.185,175.179,175.179,700.918,2.093,11.214,24.928,0.493,0.999,0.98,Выше среднего
6.175,9.25992,29761.042,241.56983494464384,8781.017,245.998,245.998,769.359,2.518,13.376,34.129,0.676,0.999,0.98,Выше среднего
7.148,10.80324,39015.887,280.4335351844071,9111.353,332.513,332.513,817.016,2.994,15.755,43.743,0.866,0.999,0.98,Сильный
8.206,12.34656,50989.495,323.29951974508856,9292.259,437.924,437.924,914.378,3.608,18.697,60.045,1.189,0.999,0.98,Сильный
9.3,13.88988,72758.334,372.83929429954605,9725.881,644.862,644.862,1056.664,4.553,22.995,88.23,1.747,0.999,0.98,Сильный
1.138,1.54332,2975.8,144.16360280278596,6611.146,9.003,9.003,525.503,1.203,6.517,6.725,0.162,0.999,0.981,Слабый
2.088,3.08664,2857.975,143.21976364989243,6730.527,26.455,26.455,493.37,1.202,6.494,7.093,0.124,0.999,0.981,Слабый
3.144,4.6299600000000005,8373.787,145.2169788195346,7017.879,60.292,60.292,579.017,1.394,7.553,12.063,0.239,0.999,0.981,Ниже среднего
4.161,6.17328,14716.909,162.04764258212143,7694.998,113.725,113.725,633.811,1.666,8.999,16.962,0.336,0.999,0.981,Ниже среднего
5.14,7.7166,21621.864,201.51348141382272,8454.068,175.226,175.226,699.956,2.092,11.202,24.872,0.492,0.999,0.981,Выше среднего
6.175,9.25992,29761.165,241.57004438415404,8782.024,246.015,246.015,768.255,2.518,13.362,34.056,0.674,0.999,0.981,Выше среднего
7.148,10.80324,39015.084,280.4346871017134,9111.855,332.465,332.465,815.993,2.993,15.738,43.661,0.864,0.999,0.981,Сильный
8.206,12.34656,50990.377,323.3029754970075,9292.706,438.0,438.0,913.31,3.607,18.676,59.946,1.187,0.999,0.981,Сильный
9.3,13.88988,72758.833,372.8405509366074,9726.835,644.834,644.834,1055.778,4.551,22.968,88.123,1.744,0.999,0.981,Сильный
1.138,1.54332,3818.222,144.43252313393322,6616.213,9.156,9.156,548.868,1.233,6.677,6.483,0.19,0.999,0.982,Слабый
2.088,3.08664,2942.924,141.88825196354597,6724.64,24.147,24.147,501.04,1.202,6.501,14.343,0.139,0.999,0.982,Слабый
3.144,4.6299600000000005,8373.893,145.2169788195346,7020.374,60.296,60.296,578.226,1.393,7.545,12.03,0.238,0.999,0.982,Ниже среднего
4.161,6.17328,14716.938,162.04774730187654,7696.915,113.713,113.713,632.943,1.666,8.99,16.92,0.335,0.999,0.982,Ниже среднего
5.14,7.7166,21621.936,201.513690853333,8454.95,175.226,175.226,698.997,2.092,11.191,24.816,0.491,0.999,0.982,Выше среднего
6.175,9.25992,29761.287,241.57035854341945,8783.031,245.985,245.985,767.155,2.517,13.348,33.983,0.673,0.999,0.982,Выше среднего
7.148,10.80324,39014.345,280.4355248597543,9112.357,332.498,332.498,814.973,2.992,15.721,43.579,0.863,0.999,0.982,Сильный
8.206,,50991.069,323.3059076501509,9293.15,438.028,438.028,912.245,3.607,18.656,59.848,1.185,0.999,0.982,Сильный
9.3,13.88988,72759.321,372.8412839748933,9727.781,644.822,644.822,1054.894,4.55,22.94,88.016,1.742,0.999,0.982,Сильный
1.138,1.54332,2643.646,143.71634472866987,6612.77,8.744,8.744,514.251,1.191,6.435,6.361,0.15,0.999,0.983,Слабый
2.088,3.08664,3639.422,140.92681989179238,6721.359,22.533,22.533,524.925,1.224,6.626,20.662,0.173,0.999,0.983,Слабый
3.144,4.6299600000000005,8373.939,145.21708353928972,7022.865,60.296,60.296,577.437,1.393,7.538,11.996,0.237,0.999,0.983,Ниже среднего
4.161,6.17328,14717.004,162.04785202163166,7698.836,113.728,113.728,632.076,1.666,8.981,16.877,0.334,0.999,0.983,Ниже среднего
5.14,7.7166,21622.291,201.5137955730881,8455.84,175.215,175.215,698.041,2.092,11.179,24.76,0.49,0.999,0.983,Выше среднего
6.175,9.25992,29761.466,241.57025382366427,8784.038,246.021,246.021,766.058,2.517,13.335,33.911,0.671,0.999,0.983,Выше среднего
7.148,10.80324,39013.665,280.43625789804014,9112.859,332.557,332.557,813.956,2.992,15.703,43.497,0.861,0.999,0.983,Сильный
8.206,12.34656,50991.613,323.3085256440289,9293.59,438.101,438.101,911.182,3.606,18.635,59.749,1.183,0.999,0.983,Сильный
9.3,13.88988,72760.516,372.8411792551382,9728.73,644.712,644.712,1054.015,4.549,22.913,87.91,1.74,0.999,0.983,Сильный
1.138,1.54332,2445.566,143.1549421214734,6611.36,8.431,8.431,508.17,1.183,6.385,6.979,0.143,0.999,0.984,Слабый
2.088,3.08664,4372.814,140.6920382008141,6722.684,22.146,22.146,545.87,1.247,6.754,23.131,0.201,0.999,0.984,Слабый
3.144,4.6299600000000005,8374.038,145.21729297879995,7025.363,60.297,60.297,576.649,1.393,7.531,11.963,0.237,0.999,0.984,Ниже среднего
4.161,6.17328,14717.057,162.0479567413868,7700.759,113.731,113.731,631.212,1.666,8.972,16.835,0.333,0.999,0.984,Ниже среднего
5.14,7.7166,21622.501,201.5139002928432,8456.726,175.188,175.188,697.087,2.091,11.168,24.704,0.489,0.999,0.984,Выше среднего
6.175,9.25992,29761.592,241.5704632631745,8785.045,245.994,245.994,764.964,2.517,13.321,33.838,0.67,0.999,0.984,Выше среднего
7.148,10.80324,39012.945,280.4370956560811,9113.361,332.533,332.533,812.942,2.991,15.686,43.416,0.86,0.999,0.984,Сильный
8.206,12.34656,50992.053,323.31062003913127,9294.028,437.979,437.979,910.122,3.605,18.615,59.651,1.181,0.999,0.984,Сильный
9.3,13.88988,72761.654,372.8412839748933,9729.673,645.059,645.059,1053.14,4.548,22.886,87.804,1.738,0.999,0.984,Сильный
1.138,1.54332,2500.535,143.80022525252073,6617.913,8.786,8.786,508.127,1.186,6.393,5.734,0.143,0.999,0.985,Слабый
2.088,3.08664,5241.331,140.865244675782,6726.346,22.47,22.47,568.2,1.275,6.902,22.874,0.229,0.999,0.985,Слабый
3.144,4.6299600000000005,8374.249,145.2180260170858,7027.873,60.297,60.297,575.865,1.393,7.523,11.93,0.236,0.999,0.985,Ниже среднего
4.161,6.17328,14717.162,162.0479567413868,7702.687,113.731,113.731,630.35,1.665,8.963,16.793,0.332,0.999,0.985,Ниже среднего
5.14,,21622.33,201.51421445210852,8457.602,175.188,175.188,696.134,2.091,11.156,24.648,0.488,0.999,0.985,Выше среднего
6.175,9.25992,29761.737,241.57056798292965,8786.053,245.985,245.985,763.873,2.516,13.307,33.765,0.668,0.999,0.985,Выше среднего
7.148,10.80324,39012.227,280.43782869436694,9113.862,332.459,332.459,811.93,2.991,15.669,43.335,0.858,0.999,0.985,Сильный
8.206,12.34656,50992.353,323.31271443423367,9294.463,437.986,437.986,909.065,3.604,18.594,59.552,1.179,0.999,0.985,Сильный
9.3,13.88988,72762.483,372.8415981341586,9730.607,645.053,645.053,1052.265,4.547,22.859,87.698,1.736,0.999,0.985,Сильный
1.138,1.54332,2348.983,143.5149686395748,6618.277,8.62,8.62,503.037,1.18,6.354,5.6,0.137,0.999,0.986,Слабый
2.088,3.08664,5983.41,141.36234935333505,6731.934,23.332,23.332,585.742,1.298,7.031,21.795,0.25,0.999,0.986,Слабый
3.144,4.6299600000000005,8374.358,145.2180260170858,7030.371,60.298,60.298,575.081,1.393,7.516,11.896,0.236,0.999,0.986,Ниже среднего
4.161,6.17328,14717.311,162.0480614611419,7704.622,113.727,113.727,629.49,1.665,8.954,16.751,0.332,0.999,0.986,Ниже среднего
5.14,7.7166,21622.751,201.5143191718637,8458.494,175.202,175.202,695.186,2.091,11.145,24.593,0.487,0.999,0.986,Выше среднего
6.175,9.25992,29761.817,241.5706727026848,8787.064,245.99,245.99,762.786,2.516,13.294,33.693,0.667,0.999,0.986,Выше среднего
7.148,10.80324,39011.597,280.4383522931426,9114.364,332.406,332.406,810.921,2.99,15.652,43.254,0.856,0.999,0.986,Сильный
8.206,12.34656,50992.668,323.31386635154,9294.896,438.075,438.075,908.012,3.604,18.573,59.454,1.177,0.999,0.986,Сильный
9.3,,72763.416,372.841912293424,9731.537,645.07,645.07,1051.394,4.546,22.832,87.593,1.734,0.999,0.986,Сильный
1.138,1.54332,3574.767,141.26548357984936,6607.938,7.406,7.406,547.99,1.218,6.582,17.981,0.199,0.999,0.987,Слабый
2.088,3.08664,6082.441,141.46623135041375,6735.02,23.516,23.516,587.138,1.302,7.041,21.215,0.252,0.999,0.987,Слабый
3.144,4.6299600000000005,8374.475,145.21813073684092,7032.87,60.299,60.299,574.299,1.393,7.509,11.863,0.235,0.999,0.987,Ниже среднего
4.161,6.17328,14717.4,162.0480614611419,7706.552,113.732,113.732,628.632,1.665,8.945,16.709,0.331,0.999,0.987,Ниже среднего
5.14,7.7166,21622.994,201.5144238916188,8459.382,175.205,175.205,694.24,2.091,11.134,24.537,0.486,0.999,0.987,Выше среднего
6.175,9.25992,29761.978,241.5706727026848,8788.084,245.977,245.977,761.704,2.516,13.28,33.621,0.666,0.999,0.987,Выше среднего
7.148,10.80324,39010.916,280.43898061167323,9114.865,332.444,332.444,809.915,2.989,15.635,43.173,0.855,0.999,0.987,Сильный
8.206,12.34656,50992.829,323.31522770835653,9295.327,437.937,437.937,906.961,3.603,18.553,59.356,1.175,0.999,0.987,Сильный
9.3,13.88988,72764.481,372.84212173293423,9732.465,644.899,644.899,1050.526,4.544,22.805,87.487,1.732,0.999,0.987,Сильный
1.138,1.54332,4581.478,144.56059539444456,6632.047,9.212,9.212,565.181,1.258,6.78,4.96,0.211,0.999,0.988,Слабый
2.088,3.08664,5858.78,141.26935821078877,6736.273,23.171,23.171,581.017,1.294,6.991,21.583,0.245,0.999,0.988,Слабый
3.144,4.6299600000000005,8374.578,145.21813073684092,7035.37,60.304,60.304,573.518,1.393,7.502,11.83,0.234,0.999,0.988,Ниже среднего
4.161,6.17328,14717.366,162.04816618089703,7708.475,113.727,113.727,627.776,1.665,8.936,16.667,0.33,0.999,0.988,Ниже среднего
5.14,7.7166,21623.298,201.51452861137392,8460.272,175.245,175.245,693.296,2.09,11.123,24.482,0.485,0.999,0.988,Выше среднего
6.175,9.25992,29762.127,241.57088214219496,8789.106,246.026,246.026,760.625,2.515,13.267,33.55,0.664,0.999,0.988,Выше среднего
7.148,10.80324,39010.298,280.439608930204,9115.366,332.523,332.523,808.912,2.989,15.618,43.092,0.853,0.999,0.988,Сильный
8.206,12.34656,50993.004,323.3159607466424,9295.756,438.03,438.03,905.913,3.602,18.532,59.259,1.173,0.999,0.988,Сильный
9.3,13.88988,72765.128,372.8420170131792,9733.379,645.06,645.06,1049.658,4.543,22.778,87.382,1.73,0.999,0.988,Сильный
1.138,1.54332,5051.054,142.86424008126122,6624.191,8.271,8.271,582.837,1.269,6.848,11.495,0.237,0.999,0.989,Слабый
2.088,,6017.431,141.4105204406901,6739.624,23.415,23.415,583.957,1.299,7.015,21.273,0.249,0.999,0.989,Слабый
3.144,4.6299600000000005,8374.691,145.21823545659603,7037.871,60.3,60.3,572.739,1.393,7.494,11.797,0.234,0.999,0.989,Ниже среднего
4.161,6.17328,14717.608,162.04816618089703,7710.422,113.724,113.724,626.923,1.665,8.927,16.625,0.329,0.999,0.989,Ниже среднего
5.14,7.7166,21623.253,201.51473805088412,8461.152,175.24,175.24,692.353,2.09,11.111,24.427,0.484,0.999,0.989,Выше среднего
6.175,9.25992,29762.302,241.5709868619501,8790.127,245.975,245.975,759.549,2.515,13.253,33.478,0.663,0.999,0.989,Выше среднего
7.148,10.80324,39009.59,280.4403419684898,9115.866,332.516,332.516,807.911,2.988,15.601,43.012,0.852,0.999,0.989,Сильный
8.206,12.34656,50993.07,323.316484345418,9296.183,438.039,438.039,904.868,3.601,18.512,59.161,1.171,0.999,0.989,Сильный
9.3,13.88988,72765.999,372.8424358921996,9734.294,645.044,645.044,1048.794,4.542,22.751,87.277,1.728,0.999,0.989,Сильный
1.138,,4708.723,141.58456467369894,6618.207,7.57,7.57,576.693,1.255,6.772,17.323,0.234,0.999,0.99,Слабый
2.088,3.08664,5673.887,141.12746294260162,6740.349,22.919,22.919,575.014,1.288,6.948,22.137,0.238,0.999,0.99,Слабый
3.144,4.6299600000000005,8374.761,145.21823545659603,7040.369,60.307,60.307,571.961,1.393,7.487,11.764,0.233,0.999,0.99,Ниже среднего
4.161,,14717.606,162.0482709006521,7712.351,113.717,113.717,626.071,1.664,8.918,16.583,0.328,0.999,0.99,Ниже среднего
5.14,7.7166,21623.452,201.5149474903944,8462.04,175.199,175.199,691.413,2.09,11.1,24.372,0.482,0.999,0.99,Выше среднего
6.175,9.25992,29762.428,241.5710915817052,8791.148,245.95,245.95,758.476,2.515,13.24,33.407,0.661,0.999,0.99,Выше среднего
7.148,10.80324,39008.973,280.44097028702055,9116.366,332.488,332.488,806.913,2.988,15.584,42.931,0.85,0.999,0.99,Сильный
8.206,12.34656,50993.102,323.3165890651731,9296.608,438.091,438.091,903.827,3.601,18.492,59.064,1.169,0.999,0.99,Сильный
9.3,13.88988,72766.902,372.842750051465,9735.203,644.78,644.78,1047.933,4.541,22.724,87.173,1.726,0.999,0.99,Сильный
1.138,1.54332,3932.12,140.652558853134,6613.891,7.06,7.06,557.125,1.228,6.619,20.574,0.213,0.999,0.991,Слабый
2.088,3.08664,5638.009,141.09709421361694,6742.609,22.866,22.866,573.352,1.287,6.935,22.175,0.237,0.999,0.991,Слабый
3.144,4.6299600000000005,8374.844,145.21834017635112,7042.869,60.306,60.306,571.185,1.392,7.48,11.731,0.232,0.999,0.991,Ниже среднего
4.161,6.17328,14717.676,162.04837562040728,7714.287,113.73,113.73,625.222,1.664,8.909,16.541,0.327,0.999,0.991,Ниже среднего
5.14,7.7166,21623.67,201.51505221014952,8462.928,175.244,175.244,690.477,2.089,11.089,24.317,0.481,0.999,0.991,Выше среднего
6.175,9.25992,29762.506,241.57077742243987,8792.169,245.955,245.955,757.404,2.514,13.226,33.336,0.66,0.999,0.991,Выше среднего
7.148,10.80324,39008.303,280.4414938857961,9116.866,332.392,332.392,805.918,2.987,15.567,42.851,0.848,0.999,0.991,Сильный
8.206,12.34656,50993.017,323.3165890651731,9297.031,437.984,437.984,902.788,3.6,18.471,58.966,1.167,0.999,0.991,Сильный
9.3,,72767.604,372.8430642107304,9736.105,644.748,644.748,1047.074,4.54,22.697,87.069,1.724,0.999,0.991,Сильный
1.138,,2824.005,140.32185386646609,6612.876,6.874,6.874,525.107,1.191,6.405,20.364,0.175,0.999,0.992,Слабый
2.088,3.08664,5723.507,141.1681989273432,6745.568,22.988,22.988,574.51,1.29,6.941,21.749,0.238,0.999,0.992,Слабый
3.144,4.6299600000000005,8374.959,145.21834017635112,7045.372,60.304,60.304,570.411,1.392,7.473,11.698,0.232,0.999,0.992,Ниже среднего
4.161,,14717.808,162.04837562040728,7716.231,113.739,113.739,624.375,1.664,8.9,16.5,0.327,0.999,0.992,Ниже среднего
5.14,7.7166,21623.704,201.51526164965972,8463.812,175.25,175.25,689.541,2.089,11.078,24.262,0.48,0.999,0.992,Выше среднего
6.175,9.25992,29762.572,241.5706727026848,8793.192,246.023,246.023,756.335,2.514,13.213,33.264,0.659,0.999,0.992,Выше среднего
7.148,10.80324,39007.646,280.442226924082,9117.365,332.432,332.432,804.925,2.986,15.55,42.771,0.847,0.999,0.992,Сильный
8.206,12.34656,50992.993,323.316484345418,9297.453,438.088,438.088,901.753,3.599,18.451,58.869,1.165,0.999,0.992,Сильный
9.3,,72768.854,372.842750051465,9737.008,645.049,645.049,1046.219,4.539,22.67,86.965,1.722,0.999,0.992,Сильный
1.138,1.54332,2259.25,140.4006031223161,6614.926,6.912,6.912,506.696,1.171,6.286,18.789,0.153,0.999,0.993,Слабый
2.088,3.08664,5521.435,141.04002194707672,6747.199,22.771,22.771,568.896,1.283,6.903,22.4,0.232,0.999,0.993,Слабый
3.144,4.6299600000000005,8375.071,145.21844489610626,7047.875,60.299,60.299,569.638,1.392,7.466,11.665,0.231,0.999,0.993,Ниже среднего
4.161,6.17328,14717.844,162.0484803401624,7718.168,113.733,113.733,623.529,1.664,8.891,16.458,0.326,0.999,0.993,Ниже среднего
5.14,7.7166,21624.035,201.5153663694149,8464.704,175.24,175.24,688.61,2.089,11.066,24.207,0.479,0.999,0.993,Выше среднего
6.175,9.25992,29762.645,241.5701491039092,8794.215,246.034,246.034,755.269,2.514,13.2,33.193,0.657,0.999,0.993,Выше среднего
7.148,10.80324,39007.047,280.44264580310244,9117.865,332.441,332.441,803.935,2.986,15.534,42.692,0.845,0.999,0.993,Сильный
8.206,12.34656,50992.983,323.3161701861526,9297.875,438.077,438.077,900.721,3.598,18.43,58.773,1.164,0.999,0.993,Сильный
9.3,13.88988,72769.245,372.8435878095059,9737.897,644.84,644.84,1045.364,4.538,22.643,86.861,1.719,0.999,0.993,Сильный
1.138,1.54332,1487.562,141.69462513632973,6624.244,7.586,7.586,475.155,1.144,6.12,10.162,0.11,0.999,0.994,Слабый
2.088,3.08664,4997.642,140.80754409071108,6748.215,22.364,22.364,554.817,1.267,6.8,22.527,0.215,0.999,0.994,Слабый
3.144,4.6299600000000005,8375.163,145.21844489610626,7050.378,60.313,60.313,568.867,1.392,7.459,11.632,0.23,0.999,0.994,Ниже среднего
4.161,6.17328,14717.914,162.0485850599175,7720.111,113.734,113.734,622.686,1.664,8.882,16.417,0.325,0.999,0.994,Ниже среднего
5.14,,21624.259,201.51557580892512,8465.594,175.215,175.215,687.68,2.089,11.055,24.152,0.478,0.999,0.994,Выше среднего
6.175,9.25992,29762.757,241.5688924668477,8795.236,246.033,246.033,754.206,2.513,13.186,33.121,0.656,0.999,0.994,Выше среднего
7.148,10.80324,39006.507,280.4429599623678,9118.364,332.441,332.441,802.949,2.985,15.517,42.612,0.844,0.999,0.994,Сильный
8.206,12.34656,50992.91,323.31627490590773,9298.295,437.989,437.989,899.692,3.598,18.41,58.676,1.162,0.999,0.994,Сильный
9.3,13.88988,72770.364,372.843692529261,9738.79,645.035,645.035,1044.514,4.536,22.617,86.757,1.717,0.999,0.994,Сильный
1.138,1.54332,1476.507,142.879843324774,6633.985,8.22,8.22,469.726,1.145,6.112,3.401,0.099,0.999,0.995,Слабый
2.088,3.08664,4956.182,140.803983619037,6750.623,22.349,22.349,553.005,1.265,6.789,22.556,0.213,0.999,0.995,Слабый
3.144,4.6299600000000005,8375.259,145.21854961586138,7052.881,60.301,60.301,568.097,1.392,7.451,11.599,0.23,0.999,0.995,Ниже среднего
4.161,6.17328,14717.959,162.04868977967263,7722.053,113.725,113.725,621.845,1.663,8.873,16.375,0.324,0.999,0.995,Ниже среднего
5.14,7.7166,21624.262,201.51578524843532,8466.477,175.211,175.211,686.751,2.088,11.044,24.098,0.477,0.999,0.995,Выше среднего
6.175,9.25992,29762.862,241.5675311100312,8796.257,246.038,246.038,753.147,2.513,13.173,33.05,0.654,0.999,0.995,Выше среднего
7.148,10.80324,39005.891,280.4434835611434,9118.863,332.454,332.454,801.964,2.985,15.5,42.533,0.842,0.999,0.995,Сильный
8.206,12.34656,50992.878,323.31606546639745,9298.715,437.955,437.955,898.666,3.597,18.39,58.58,1.16,0.999,0.995,Сильный
9.3,13.88988,72771.419,372.8430642107304,9739.675,644.852,644.852,1043.666,4.535,22.59,86.655,1.715,0.999,0.995,Сильный
1.138,1.54332,1624.303,143.99804086994175,6643.505,8.827,8.827,472.165,1.152,6.144,2.517,0.101,0.999,0.996,Слабый
2.088,3.08664,4917.586,140.7991665103015,6753.131,22.341,22.341,551.261,1.264,6.779,22.62,0.211,0.999,0.996,Слабый
3.144,4.6299600000000005,8375.356,145.21854961586138,7055.386,60.313,60.313,567.33,1.392,7.444,11.566,0.229,0.999,0.996,Ниже среднего
4.161,6.17328,14718.083,162.04868977967263,7724.002,113.717,113.717,621.006,1.663,8.865,16.334,0.323,0.999,0.996,Ниже среднего
5.14,7.7166,21624.41,201.5159946879456,8467.365,175.25,175.25,685.826,2.088,11.033,24.043,0.476,0.999,0.996,Выше среднего
6.175,9.25992,29762.95,241.5660650334595,8797.277,245.955,245.955,752.09,2.513,13.16,32.979,0.653,0.999,0.996,Выше среднего
7.148,10.80324,39005.314,280.4436930006537,9119.361,332.423,332.423,800.982,2.984,15.483,42.454,0.841,0.999,0.996,Сильный
8.206,12.34656,50992.864,323.31575130713213,9299.135,438.02,438.02,897.644,3.596,18.37,58.484,1.158,0.999,0.996,Сильный
9.3,13.88988,72772.427,372.8434830897508,9740.557,645.107,645.107,1042.821,4.534,22.564,86.552,1.713,0.999,0.996,Сильный
1.138,1.54332,1920.231,145.24221628051842,6654.019,9.52,9.52,478.865,1.165,6.207,1.591,0.109,0.999,0.997,Слабый
2.088,3.08664,4640.567,140.77476680735862,6755.324,22.287,22.287,543.064,1.255,6.719,22.389,0.202,0.999,0.997,Слабый
3.144,4.6299600000000005,8375.525,145.21865433561652,7057.896,60.31,60.31,566.564,1.392,7.437,11.533,0.228,0.999,0.997,Ниже среднего
4.161,6.17328,14718.221,162.04868977967263,7725.955,113.743,113.743,620.169,1.663,8.856,16.293,0.323,0.999,0.997,Ниже среднего
5.14,7.7166,21624.854,201.5159946879456,8468.262,175.23,175.23,684.904,2.088,11.022,23.989,0.475,0.999,0.997,Выше среднего
6.175,9.25992,29763.005,241.5645989568878,8798.296,245.953,245.953,751.036,2.512,13.146,32.908,0.652,0.999,0.997,Выше среднего
7.148,10.80324,39004.763,280.444007159919,9119.86,332.443,332.443,800.003,2.983,15.467,42.375,0.839,0.999,0.997,Сильный
8.206,12.34656,50992.748,323.3158560268873,9299.553,438.093,438.093,896.624,3.595,18.349,58.388,1.156,0.999,0.997,Сильный
9.3,13.88988,72772.893,372.84390196877126,9741.427,644.827,644.827,1041.976,4.533,22.537,86.448,1.711,0.999,0.997,Сильный
1.138,1.54332,2237.043,146.16385484532657,6662.478,10.043,10.043,486.687,1.178,6.272,0.865,0.118,0.999,0.998,Слабый
2.088,3.08664,4615.048,140.7699496986231,6757.844,22.279,22.279,541.724,1.254,6.709,22.346,0.2,0.999,0.998,Слабый
